Name,time,Position,Velocity,Effort
Joint1,0.04,0.0,0.0,0.0
Joint1,0.06,0.0,0.0,0.0
Joint1,0.08,0.0,0.0,0.0
Joint1,0.1,0.0,0.0,0.0
Joint1,0.12000000000000001,0.0,0.0,0.0
Joint1,0.14,0.0,0.0,0.0
Joint1,0.16,0.0,0.0,0.0
Joint1,0.18,0.0,0.0,0.0
Joint1,0.19999999999999998,0.0,0.0,0.0
Joint1,0.21999999999999997,0.004519799130609847,0.5345675955474657,300.0
Joint1,0.23999999999999996,0.004519799130609847,0.5345675955474657,300.0
Joint1,0.25999999999999995,0.004519799130609847,0.5345675955474657,300.0
Joint1,0.27999999999999997,0.004519799130609847,0.5345675955474657,300.0
Joint1,0.3,0.004519799130609847,0.5345675955474657,300.0
Joint1,0.32,0.004519799130609847,0.5345675955474657,300.0
Joint1,0.34,0.004519799130609847,0.5345675955474657,300.0
Joint1,0.36000000000000004,0.004519799130609847,0.5345675955474657,300.0
Joint1,0.38000000000000006,0.004519799130609847,0.5345675955474657,300.0
Joint1,0.4000000000000001,0.004519799130609847,0.5345675955474657,300.0
Joint1,0.4200000000000001,0.01762791051813739,0.45753223823533656,-300.0
Joint1,0.4400000000000001,0.01762791051813739,0.45753223823533656,-300.0
Joint1,0.46000000000000013,0.01762791051813739,0.45753223823533656,-300.0
Joint1,0.48000000000000015,0.01762791051813739,0.45753223823533656,-300.0
Joint1,0.5000000000000001,0.01762791051813739,0.45753223823533656,-300.0
Joint1,0.5200000000000001,0.01762791051813739,0.45753223823533656,-300.0
Joint1,0.5400000000000001,0.01762791051813739,0.45753223823533656,-300.0
Joint1,0.5600000000000002,0.01762791051813739,0.45753223823533656,-300.0
Joint1,0.5800000000000002,0.01762791051813739,0.45753223823533656,-300.0
Joint1,0.6000000000000002,0.01762791051813739,0.45753223823533656,-300.0
Joint1,0.6200000000000002,0.020938709049699078,0.11433245385824217,300.0
Joint1,0.6400000000000002,0.020938709049699078,0.11433245385824217,300.0
Joint1,0.6600000000000003,0.020938709049699078,0.11433245385824217,300.0
Joint1,0.6800000000000003,0.020938709049699078,0.11433245385824217,300.0
Joint1,0.7000000000000003,0.020938709049699078,0.11433245385824217,300.0
Joint1,0.7200000000000003,0.020938709049699078,0.11433245385824217,300.0
Joint1,0.7400000000000003,0.020938709049699078,0.11433245385824217,300.0
Joint1,0.7600000000000003,0.020938709049699078,0.11433245385824217,300.0
Joint1,0.7800000000000004,0.020938709049699078,0.11433245385824217,300.0
Joint1,0.8000000000000004,0.020938709049699078,0.11433245385824217,300.0
Joint1,0.8200000000000004,0.029352061917633065,0.6613107926170617,-300.0
Joint1,0.8400000000000004,0.029352061917633065,0.6613107926170617,-300.0
Joint1,0.8600000000000004,0.029352061917633065,0.6613107926170617,-300.0
Joint1,0.8800000000000004,0.029352061917633065,0.6613107926170617,-300.0
Joint1,0.9000000000000005,0.029352061917633065,0.6613107926170617,-300.0
Joint1,0.9200000000000005,0.029352061917633065,0.6613107926170617,-300.0
Joint1,0.9400000000000005,0.029352061917633065,0.6613107926170617,-300.0
Joint1,0.9600000000000005,0.029352061917633065,0.6613107926170617,-300.0
Joint1,0.9800000000000005,0.029352061917633065,0.6613107926170617,-300.0
Joint1,1.0000000000000004,0.029352061917633065,0.6613107926170617,-300.0
Joint1,1.0200000000000005,0.0357831813791174,-0.01683625237067582,-300.0
Joint1,1.0400000000000005,0.0357831813791174,-0.01683625237067582,-300.0
Joint1,1.0600000000000005,0.0357831813791174,-0.01683625237067582,-300.0
Joint1,1.0800000000000005,0.0357831813791174,-0.01683625237067582,-300.0
Joint1,1.1000000000000005,0.0357831813791174,-0.01683625237067582,-300.0
Joint1,1.1200000000000006,0.0357831813791174,-0.01683625237067582,-300.0
Joint1,1.1400000000000006,0.0357831813791174,-0.01683625237067582,-300.0
Joint1,1.1600000000000006,0.0357831813791174,-0.01683625237067582,-300.0
Joint1,1.1800000000000006,0.0357831813791174,-0.01683625237067582,-300.0
Joint1,1.2000000000000006,0.0357831813791174,-0.01683625237067582,-300.0
Joint1,1.2200000000000006,0.03585393125101888,0.2622185655957173,300.0
Joint1,1.2400000000000007,0.03585393125101888,0.2622185655957173,300.0
Joint1,1.2600000000000007,0.03585393125101888,0.2622185655957173,300.0
Joint1,1.2800000000000007,0.03585393125101888,0.2622185655957173,300.0
Joint1,1.3000000000000007,0.03585393125101888,0.2622185655957173,300.0
Joint1,1.3200000000000007,0.03585393125101888,0.2622185655957173,300.0
Joint1,1.3400000000000007,0.03585393125101888,0.2622185655957173,300.0
Joint1,1.3600000000000008,0.03585393125101888,0.2622185655957173,300.0
Joint1,1.3800000000000008,0.03585393125101888,0.2622185655957173,300.0
Joint1,1.4000000000000008,0.03585393125101888,0.2622185655957173,300.0
Joint1,1.4200000000000008,0.04317089245413719,0.1520550429670855,-300.0
Joint1,1.4400000000000008,0.04317089245413719,0.1520550429670855,-300.0
Joint1,1.4600000000000009,0.04317089245413719,0.1520550429670855,-300.0
Joint1,1.4800000000000009,0.04317089245413719,0.1520550429670855,-300.0
Joint1,1.5000000000000009,0.04317089245413719,0.1520550429670855,-300.0
Joint1,1.520000000000001,0.04317089245413719,0.1520550429670855,-300.0
Joint1,1.540000000000001,0.04317089245413719,0.1520550429670855,-300.0
Joint1,1.560000000000001,0.04317089245413719,0.1520550429670855,-300.0
Joint1,1.580000000000001,0.04317089245413719,0.1520550429670855,-300.0
Joint1,1.600000000000001,0.04317089245413719,0.1520550429670855,-300.0
Joint1,1.620000000000001,0.040098098782635816,-0.2171831010877951,300.0
Joint1,1.640000000000001,0.040098098782635816,-0.2171831010877951,300.0
Joint1,1.660000000000001,0.040098098782635816,-0.2171831010877951,300.0
Joint1,1.680000000000001,0.040098098782635816,-0.2171831010877951,300.0
Joint1,1.700000000000001,0.040098098782635816,-0.2171831010877951,300.0
Joint1,1.720000000000001,0.040098098782635816,-0.2171831010877951,300.0
Joint1,1.740000000000001,0.040098098782635816,-0.2171831010877951,300.0
Joint1,1.7600000000000011,0.040098098782635816,-0.2171831010877951,300.0
Joint1,1.7800000000000011,0.040098098782635816,-0.2171831010877951,300.0
Joint1,1.8000000000000012,0.040098098782635816,-0.2171831010877951,300.0
Joint1,1.8200000000000012,0.04168349893249612,0.3114457673887643,-300.0
Joint1,1.8400000000000012,0.04168349893249612,0.3114457673887643,-300.0
Joint1,1.8600000000000012,0.04168349893249612,0.3114457673887643,-300.0
Joint1,1.8800000000000012,0.04168349893249612,0.3114457673887643,-300.0
Joint1,1.9000000000000012,0.04168349893249612,0.3114457673887643,-300.0
Joint1,1.9200000000000013,0.04168349893249612,0.3114457673887643,-300.0
Joint1,1.9400000000000013,0.04168349893249612,0.3114457673887643,-300.0
Joint1,1.9600000000000013,0.04168349893249612,0.3114457673887643,-300.0
Joint1,1.9800000000000013,0.04168349893249612,0.3114457673887643,-300.0
Joint1,2.0000000000000013,0.04168349893249612,0.3114457673887643,-300.0
Joint1,2.0200000000000014,0.04100069569022935,-0.3769344442618537,-300.0
Joint1,2.0400000000000014,0.04100069569022935,-0.3769344442618537,-300.0
Joint1,2.0600000000000014,0.04100069569022935,-0.3769344442618537,-300.0
Joint1,2.0800000000000014,0.04100069569022935,-0.3769344442618537,-300.0
Joint1,2.1000000000000014,0.04100069569022935,-0.3769344442618537,-300.0
Joint1,2.1200000000000014,0.04100069569022935,-0.3769344442618537,-300.0
Joint1,2.1400000000000015,0.04100069569022935,-0.3769344442618537,-300.0
Joint1,2.1600000000000015,0.04100069569022935,-0.3769344442618537,-300.0
